Tweet,Cólera,Tristeza,NoEmocion,Felicidad,Sorpresa,Miedo,Asco
"🚫 'No me representan'

🇵🇹 ""No estuvo acertado, eso es cierto. Como no lo ha estado casi nunca en el año y medio que lleva en ‘Can Barça’""

✍️ Sobre @aftgomes, por @SergioMerino8

🔗https://t.co/MLOFZiiIUn https://t.co/7hcMpSfCeo",0.5,0.0,0.0,0.0,0.0,0.0,0.5
@GiuStyleHD Siento que va hacer el caballo negro creo que puede llegar hasta las semis. Saludos,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@Calieiro @LaLiga @LeaguePremierBR Correcto, Mbappe jugara en Madrid-Barça o el que no este mas arriba en Inglaterra. En el Madrid le ofrecian sueldo similar al psg segun habia leido y si se fue ahi es xq es joven e iba jugar todo y estaba en su país. En el Madrid no se lo aseguraban. Tiempo al tiempo.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@maldiniplus Como dijo Draxler, el planteamiento era una vergüenza; ir a remontar un 3-1 y no presionar en absoluto... El madrí jugó más cómodo q en un entreno. Comparar lo q han corrido ayer con el 4-0 al Barça del año pasado es ver a un equipo de infantiles ciegos y otro q parecían perros.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
@LVPibai @cojoneslml De camino al Barça-Espanyol.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Y os lo dice alguien que quiere ver a André Gomes lejos del Barça lo antes posible,0.0,0.0,0.0,0.0,0.0,0.0,1.0
@javirm1993 El Espanyol ha sacado más puntos contra el Madrid que contra el Barça. Por no hablar de que la Copa del 2000 se consiguió tras eliminar a los blancos en semifinales. Pero la propaganda es lo que tiene. Ahora resulta que el Espanyol está obligado a ganar al mejor equipo del mundo.,0.5,0.0,0.0,0.0,0.5,0.0,0.0
"@AS_Manolete Jajaja pero no era el PSG el miura? Y el año pasado el Bayern, la Juve o tu Atleti? A ver si va a resultar que el miura es el Madrid. En el extranjero nadie quiere al Madrid en el sorteo. Suerte con tu antimadridismo lo superarás. Bebe mucha agua no lo olvides.",0.0,0.0,0.0,0.0,0.0,0.0,1.0
"@NostradamusFCB Si parce que miedo, sólo el barca o el city serían capaces de pararlos, esos desgraciados nacieron pa jugar la champions",0.5,0.0,0.0,0.0,0.0,0.5,0.0
"A todos esos de la caverna que me escriben. No es por ser prepotente, pero les digo que el Barça va de 1ro, ni se a cuantos puntos del 3ro, finalista de copa y en vísperas de 4tos. En champions. Ahhh y se llevaron 3 en el bernaLeo. A MAMAR.",0.5,0.0,0.0,0.0,0.0,0.0,0.5
VIDEO: La brutal exhibición de Koke en el entrenamiento de hoy https://t.co/ZfadIgOaJN https://t.co/7lHQehoYec,0.0,0.0,0.5,0.0,0.5,0.0,0.0
"@RoussGame Te as enterado que an robado en la tienda del atleti
Creo que era la tienda. 
La verdad que hay poca vigilancia en vuestro estadio 
Y mañana tener cuidadito que e visto videos de los ultras rusos de mañana y son como los de bilbao",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"@AS_Manolete En el anterior sorteo de Champions, el chollo del #PSG era el que querías para el #Atleti, no?",0.0,0.0,0.0,0.0,1.0,0.0,0.0
"@DiegoACarranza7 @laligaennumeros Ojalá hubiese venido al Barça, de los pocos jugadores del Madrid que me enamora verle jugar y no le puedo hatear... Pero Gomes es mejor...",0.0,0.5,0.0,0.5,0.0,0.0,0.0
DRAXLER EXPLOTA vs el PSG | BALOTELLI ‘manda CALLAR’ a DANI ALVES | ¿ADIÓS MAHREZ? | ROBO al ATLETI: https://t.co/jRGp3cgiQo a,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"André Gomes no está dando el nivel pero los abucheos que recibió el otro día son una vergüenza. Se le puede achacar cualquier cosa pero no que no sea profesional y quiera lo mejor para el Barça. No como los que pitan. Ellos no me representan.

▶️ https://t.co/Z4oboyWW9T https://t.co/hlQqPENucU",0.5,0.5,0.0,0.0,0.0,0.0,0.0
"@Toninozzr @jg_dominguez Como todo demagogo, mezcla valores y política. No será Ud del Barça por casualidad?",0.0,0.0,0.0,0.0,0.0,0.0,1.0
@GolCaracol Quería ser el mejor te fuites del barca ahora tienes q esperar otra champions para ver si te las puedes ganar o si ganas el mundial y le veo difícil,0.0,1.0,0.0,0.0,0.0,0.0,0.0
@EstedeRacing No me digas que te ofendió mi comentario al barça 👀👀👀,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@luissuazo_ @AdrySentinel @2010MisterChip @Cas_RM Contra un barça en estado de shock por la salida de Neymar y un delofeu en ataque e intrascendente,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Hace 17 años, Messi por primera vez se puso la Barça - ESPN https://t.co/WsIFpdCxg1",0.0,0.0,1.0,0.0,0.0,0.0,0.0
EL DIRECTO EN EL QUE DjMaRiiO USÓ LA CAMISETA DEL BARÇA: https://t.co/kOn0qddT7k via @YouTube,0.0,0.0,0.5,0.0,0.5,0.0,0.0
"@DiegoACarranza7 Le encanta la fiesta, póker, IG y su hermana... Les dará más dolores de cabeza. A mi, personalmente me hizo rabiar más de lo que sentí que dió al Barça. 1 año bueno de 4.",0.5,0.0,0.0,0.0,0.0,0.0,0.5
"@DiegoACarranza7 FloPer sabe que el Madrid tiene que renovarse y este año si el Madrid no gana la CL es un fracaso. Año en blanco con esta generación es malo, no, malísimo. Reventará el mercado con Ney y Neymar, lo he dicho mil veces y desde que estaba en el Barça, es un pufo con mucho marketing.",0.0,0.0,0.0,0.0,0.0,0.0,1.0
"En esta temporada, City Vs Barça https://t.co/aiqoaH0Rw5",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@FCBarcelona algunos llorando por que no tienen tiempo para descansar, les pediría que viviesen un poco en el mundo de la gente normal aquella que se lava la ropa hace la comida y va a trabajar, por supuesto con sueldos normales y corrientes #sinolodigoreviento #behumble",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Me preparo el Curso de Socorrista Acuático de la Cruz Roja. Aprendemos desde primeros auxilios, manipulación DESA, hasta salvamento en medio acuático tanto en piscina como en playa y barca/lancha. Acabo el 7 de mayo, por si hay algún establecimiento que necesiten.
Muchas gracias",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Hoy el #RCDE juega la SuperCopa Catalunya. Esta es la cuarta edición, la tercera que se juega, ya que la primera, el equipo catalán, el @FCBarcelona no quiso jugarla con el primer equipo y se suspendió. 
Hoy vuelven a ir con el filial, siguen ninguneando.
https://t.co/sksgpzkWQT",0.0,0.5,0.0,0.0,0.0,0.0,0.5
@Matias_12_3C El atleti no juega contra el PSG x q le elimina hasta el carabaka,0.0,0.0,0.0,0.5,0.0,0.0,0.5
"@SpheraSports ⚽ Lionel Messi 
🗣 Johan Cruyff 
✍ Jesús Gil 
🎫 Maracaná 
🎽 la del centenario del Barça",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@ruben4roses_atm @imaetxega Iba por el personaje que retuiteas, pero el atleti en Gaitánes, Víetos, Costas y eso no gasta. Mejor fijarse en CR y Bale que los ficharon hace...que en Asensio, Lucas, Carva y cía. Lo típico vamos",0.0,0.0,0.5,0.0,0.0,0.0,0.5
"@AS_Manolete Ahora es un chollo ? Si lo gana el atleti es un ekipazo, pero vuestra envidia os lleva a quitarle meritos",0.0,0.0,0.0,0.0,0.5,0.0,0.5
@BenditalocuraAt @Atleti @fhervas13 FELICIDADES ¡¡ FRANCISCO¡¡🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@2010MisterChip Pero si el Madrid se topa al barça con el mejor Messi no tendrían nada que hacer.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@SpheraSports /// #Sp_Ask /// 
⚽️Kiko Narváez @KikoNarvaez19
🗣Luis Aragones
✍🏻Vicente Calderón
🎫 Vicente Calderón
🎽 Atleti Puma años 80",0.0,0.0,1.0,0.0,0.0,0.0,0.0
@bet365_es Cualquiera que no estuvieran ni Barça ni Madrid.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@RibEyeDeLaU Es un torneito molero con premio mas o menos valioso, no se puede negar que atrae la idea de ir a medirse con RM, Barca, ManU u otros, claro, siempre y cuando se superen las primeras instancias",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@elGoldenGallo Este perro solo tiene 10 goles en liga, tres más que Paulinho que juega los últimos 20' de cada juego del Barça.

No mames, Manuel.",0.5,0.0,0.0,0.0,0.0,0.0,0.5
@Mariofelipe98 @juande_98 @juancarcalles Ojalá nenes ojalá toque el Barça si yo creo que voy a ir a al Bernabéu y to para rezarle a D7OS,0.0,0.0,0.5,0.5,0.0,0.0,0.0
"@andres_rod25 @ComandanteLara Tienes razón hermano, no puedo criticar eso. Ya veremos con el Barça",0.0,0.0,1.0,0.0,0.0,0.0,0.0
@ESPNDatos @FCBarcelona En la historia del club y la liga....😊,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@mamuelito198486 Ah y según vos ama al Madrid pero se va al Barça y al PSG antes. Muy lógico 😂,0.0,0.0,0.0,0.5,0.0,0.0,0.5
"""Leíto, vení. No le saques tan rápido el pie a la pelota, porque si no ella no sabe lo que vos querés” https://t.co/kS5n4Y4u7p #Messi #Maradona #SeleccionArgentina https://t.co/GdALKBxTPr",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@Los50Atleti Señores de @Wikipedia y de la #Rae si alguna vez deciden hacer un diccionario en el que se definan las palabras con una sola imagen, incluyan la foto de este señor en la de LEYENDA, ya que en la actualidad su uso esta desfigurado.
Grande Jorge Alberto de Mendon¢a
#atleti",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"@_SentimentCule Es que son muy ridículos. Perder contra el Barça 0-3 no importa un culo, verdad",1.0,0.0,0.0,0.0,0.0,0.0,0.0
El Barça Lassa deja casi vacía la enfermería https://t.co/3fv3gD3NJw,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@EduRS23 @Chapin_Cule No compares al atlético con el Barça, nosotros somos incapaces de ir a meter autobuses y jugar la mierda que propone el cholo. Esa liga que hablas te la regaló Mateu Lahoz.",0.5,0.0,0.0,0.0,0.0,0.0,0.5
@AS_Manolete Ahora el PSG era un chollo????? Que pena dais. Chollo el que tiene el Barça con el Patetico como perseguidor. Anda y seguid jugando la Patetic League,0.0,0.0,0.0,0.0,0.5,0.0,0.5
"@SimonLoveRM @Mariofelipe98 @juancarcalles Jajajajaj puto Mario, pero Simón, la última vez que dijiste que nos meábamos al Barça nos clavaron un 0-3",0.0,0.0,0.0,0.5,0.0,0.5,0.0
@DarkQuality @Ramon_AlvarezM @FranEterno7 Sisi estoy de acuerdo si yo prefiero a case ademas busquets cuando presionan al barca y lo hacen de correr sufre mucho,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Please RT!! #barcelona #fcbarcelona #Barca #fcb    Iniesta se recupera en familia https://t.co/dMQr3VA8a1 https://t.co/ceunO5DEgX,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HORARIOS MUNDIALES para el partido de HOY entre el Barça y el Espanyol en la final de la Supercopa de Cataluña 2018 https://t.co/RLg8CTBHP9 https://t.co/I7dFv2sx8U,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@Matt_Santangelo Mino= No Barca.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@Vikingoblanco93 @Ajasakam @CFuenlabradaSAD @realmadrid El sport déjà claro que es un diario del Barça así que no pidas que celebren títulos del Mandril joputa,0.5,0.0,0.0,0.0,0.0,0.0,0.5
"@EASPORTSEsp Griezmann no será por el partido ante el Barça, desde luego 😂",0.0,0.0,0.5,0.5,0.0,0.0,0.0
Please RT!! #atleti #atletico #ATM  El fisio ?atlético? del Lokomotiv: ?Se pondrá la piel de... https://t.co/PWcJEMcIiX https://t.co/3RaaxLYdJy,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"El inicio de una historia fuera de este mundo 👾

Hace 17 años Messi estrenaba los colores del Barcelona 

🔵🔴

https://t.co/EgIqiXPNj3 https://t.co/zL2YxmLEH8",0.0,0.0,0.5,0.5,0.0,0.0,0.0
@ElGolazoDeGol Ya ha jugado el Barça? ... un poco más de respeto a los demás clubs y más a un grande de Inglaterra @ElGolazoDeGol,0.0,0.0,0.0,0.0,0.5,0.0,0.5
"Mira que soy del Barça pero es que ayer disfruté como un perro de la eliminación del PSG, todo lo malo que le pase a ese equipo es poco",0.0,0.0,0.0,0.5,0.0,0.0,0.5
"17 años del debut de Messi con el Barça
El argentino con 13 años disputó su primer partido con el Infantil B del Barça y marcó su primer gol
https://t.co/WPEsuHNNn2",0.0,0.0,1.0,0.0,0.0,0.0,0.0
@MisterSeitan A veces las cosas no se dan porque así es. Es posible que ni Gomes ni Suarez son para el Barca. Les queda muy grande la camiseta. Son para equipos de menos categoría donde existe menos presión para ellos como el Valencia y el Sevilla.,0.0,0.5,0.0,0.0,0.0,0.0,0.5
"@marcmarquez93 @3gerardpique @SergiRoberto10 @JordiAlba @miguelruizfcb @SChecoPerez @FCBarcelona ,Tendré que recuperar todas  mis horas de sueño,que he perdido por un Catalán Anti. Español.
Tú también eres del lazo amarillo.😞? Ufffff . ojalá os dieran  la independencia. Pero primero pagar lo que debéis.",0.0,0.0,0.0,0.0,0.0,0.0,1.0
@MahouSanMiguel @HelenaNeninson Si.  Bueno hay un término medio q últimamente es muy utilizado.  Y un penalti que es ? Aparte de lo que nunca le pintan al Barça,0.0,0.0,0.0,0.0,0.5,0.0,0.5
Todo el mundo discutiendo por qué no deberíamos de ir (los hombres) a la huelga a favor de los derechos de la mujer de mañana y yo con ganas de ir a ver mañana el Atleti.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
https://t.co/6670JwUNwQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LAS PORTADAS DE HOY https://t.co/ZQtynODZRd,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@MadridSports_ @Jserranomarin @AlvaroBenitoV Este PSG es tan malo como el del año pasado que el Barça le metio 6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"En la semana de los ""Óscar de Messi"" por marcar un gol de falta con la barrera a 11.15 m, Cristiano ha marcado 3 goles en en 2 exhibiciones. La de Paris para la historia...

El solo lleva 2 goles más que todo el Barça en la UCL y ha intervenido en el 77% de los goles del RM.",0.0,0.0,0.5,0.5,0.0,0.0,0.0
"posible 11 del Barça hoy vs Espanyol 

me gusta mucho ,  Andre en su sitio natural y minutos para Denis Dembele y Paco para coger ritmo .

con ganas de verlo :) https://t.co/wo0kFMbTV6",0.0,0.0,0.0,1.0,0.0,0.0,0.0
#UEL | Unos 1.300 efectivos velerán mañana por la seguridad en el duelo de la @EuropaLeague que jugarán en el Wanda @Metropolitano el @Atleti y el Lokomotiv de Moscú. #EuropaLeague. https://t.co/bI6FSZzIlD,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@garcia_nick85 Haha el Barca la va a ganar obviamente ❤️ “Gana el que tiene a Messi”,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"No me gusta como juega, y no creo que futbolísticamente tenga el nivel para el Barça, pero como deportista vale mucho más que ""estrellas"" como Suárez. https://t.co/AaHv2syF2b",0.5,0.0,0.5,0.0,0.0,0.0,0.0
"@AntiRMadridGT @JeanRonaldo6 @gvenezuela1986 @2010MisterChip Robo al bayern? 
Robi al atleti?
Yo creo que lo único que nos pito fue un fuera de juego justo así que robi.. Y al bayern ni se que robo dices jaj",0.0,0.0,0.0,0.0,0.5,0.0,0.5
"@el_joven_tob @20m @Atleti no, se llevaron la copa del mundo del 74 que es mas importante que la de europa",0.0,0.0,0.5,0.0,0.0,0.0,0.5
@Messivomita_ HABER TONTITO MAS MERITO TIENE GANAR LA LIGA QUE SON 38 PARTIDOS Y ME PARECE QUE EL BARCA LLEVA 5  EN 8 AÑOS Y ESTE AÑO CAE LA 6. LA CHAMPIONS SON SOLO 7 PARTIDOS E INFLUYE MUCHO LOS ARBITRAJES. https://t.co/7awDM2baPj,0.5,0.0,0.0,0.0,0.0,0.0,0.5
"un dia como hoy hace 17 años, un tipo que se llamaba Lionel Messi o algo asi, debutaba en en Barca B",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Hoy se cumplen 17 años del debut de Lionel #Messi con el equipo juvenil del @FCBarcelona.

Ahora es el máximo goleador en la historia del club. https://t.co/jHfEqmM5ok",0.0,0.0,0.5,0.5,0.0,0.0,0.0
"@JeffersonF_10 no jugará mañana ante el @Atleti por los octavos de final de la #EuropaLeague, por seguir con su lesión que contrajo ante Niza en los dieciseisavos del torneo europeo.
Vía: @franztamayo29 
@EntrePortadasEP",0.0,0.0,1.0,0.0,0.0,0.0,0.0
@vrpcarrillo Jajaja pero contra su padre el Barça si no hace nada porque se caga al ver a Messi va jajajajaja,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@Mariofelipe98 @juancarcalles JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA que no que no hacerme caso que yo al rival que más quiero follar ahora es al farça perdón Barça 😂,0.0,0.0,0.0,0.5,0.0,0.0,0.5
"@diablillocule14 @InvictosSomos Me queda claro que tienes retraso. Disfruta campeón, los jugadores del barca son clase mundial y en ese tiempo, eran los mejores del mundo. Ve la diferencia acá uno acepta y reconoce y tu, pues actúas como el subnormak que eres ajjajaja jajajaj “escoria blanca” deja de llorar🤣🤣",0.0,0.0,0.0,0.0,0.0,0.0,1.0
"@Jgsantosr Es cierto, sí. Tb hubo silencio en el Barca Atlético",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@ALEX15vs @FCBarcelona_es @FCBarcelona Bueno enhorabuena ramos, ya eres oficialmente el cerdito del fútbol español, ha! y a nivel europeo! ahora toca ha nivel mundial! Animo cerdin!!!",0.0,0.0,0.0,0.0,0.0,0.0,1.0
"¡Nación! ¿Qué hacías en 2001?

Messi se ponía la playera del @FCBarcelona por primera vez

🔵🔴

https://t.co/hqJV4rsal6 https://t.co/YH93okp7pL",0.0,0.0,1.0,0.0,0.0,0.0,0.0
Piqué deja la nota positiva de la semana para Ernesto Valverde https://t.co/3wd23cP7Z8  #fcb #fcblive #barca https://t.co/NT9sbYQolX,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"#Deportes Hace 17 años, Messi por primera vez se puso la Barça - ESPN https://t.co/tR5WtyWNXf https://t.co/6FeyBj2mHu",0.0,0.0,1.0,0.0,0.0,0.0,0.0
@bertopopc @Antonimd @palauresist @Jesus8233 Queda temporada todavía.. Si el Barça gana la liga quién se atreve a echarlo con un doblete.. Insisto el problema no está en el banquillo..sino en los que quieren salir en la foto cuando se gana..,0.0,0.5,0.5,0.0,0.0,0.0,0.0
A tragar que és el Barça. Molt bé @FCF_CAT @andreusubies! https://t.co/zEpOjDCIMh,0.0,0.0,0.0,0.5,0.0,0.0,0.5
@FCBarcelona fera desde pequeno😲😲,0.0,0.0,0.0,0.5,0.5,0.0,0.0
"Dimitri Chéryshev, exjugador del Sporting, analiza al Lokomotiv, que mañana se mide al @Atleti . Dimitri es el padre de Denis @Cheryshev que ahora juega en el Villarreal. ""Creo que el Atlético ganará mínimo por dos goles""
AUDIO PODCAST 🎧🎤
 https://t.co/3YczlhdiUt",0.0,0.0,1.0,0.0,0.0,0.0,0.0
@ALEX15vs @FCBarcelona_es @FCBarcelona  https://t.co/qY6UzIHg4I,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hoy juega el barca so ese culito que le guste el fútbol también jaja https://t.co/Eo4j16FDa3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"@tore_rito @gaspi19761 @FCBarcelona_es @realmadrid @Simeone @Atleti @manuelbriasbarr @Pepepasques @vanpiuroboros Coño....pues yo con el chino,y el judío,pensaba que íbamos aspirar a fichajes medios buenos.",0.5,0.5,0.0,0.0,0.0,0.0,0.0
"El Madrid se siente invencible en su competición fetiche y el resto de equipos, salvo alguna excepción (Barça de Messi), también lo creen. Esa es su FORTALEZA, aparte de la calidad, que el resto de equipos, en mayor o menor medida, también la tienen.",0.0,0.0,0.5,0.5,0.0,0.0,0.0
@ViejaEuropa1 Y el barça sin Neymar?,0.0,0.0,0.5,0.0,0.5,0.0,0.0
"Arthur, muy cerca del Barça
https://t.co/rjbda8novl
#Barcelona 
#Gremio
#LaLiga https://t.co/KAjccaUq5p",0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ya sabemos que te vas al Barça — CÁLLATE eso es re falso https://t.co/WWTuTF7P3Z,0.5,0.0,0.0,0.0,0.0,0.0,0.5
"Foto a lo #Messi.

@futbol_fantasy 

Así celebro cuando hago una buena jornada en @biwenger . https://t.co/8MgnC9rLPK",0.0,0.0,1.0,0.0,0.0,0.0,0.0
@AS_Manolete Y al Atleti que miura la va a tocar ahora en Champions?,0.0,0.0,0.5,0.0,0.0,0.0,0.5
Grande #Messi https://t.co/4eqfDOoKKX,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"ANQUELA ha sido sancionado con 2 PARTIDOS por su expulsión ante el Barça B. 
#Liga123 #RealOviedo https://t.co/myM7oxtfDA",0.0,0.0,1.0,0.0,0.0,0.0,0.0
@kroosic @InvictosSomos Anillos únicos nefastos sois la escoria blanca que de fútbol sólo saben robar jajajjajaja fíjate si dais pena que el único mundial que as visto lo tuvieron que ganar jugadores del Barça jajajjaja a así de penosos sois escoria,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Mascherano: ""No me arrepiento de irme del Barça"" https://t.co/1NQD826ghZ",0.0,0.0,1.0,0.0,0.0,0.0,0.0
@YihadAtletica @xavismo Esta solo y creo que nuevamente el Barça no podrá alzar la orejona,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@LuisOmarTapia El técnico de fútbol actual... no es una excusa es la realidad.. al Barca lo hacen jugar el jueves vuelo 4 horas y juega el domingo... no son robots son humanos,0.0,0.5,0.5,0.0,0.0,0.0,0.0
"El problema no es que se clasifiquen, el problema es que lo haga sin un brillo especial y al día siguiente los principales medios del país, los que marcan la opinión de la masa, le dediquen más elogios que al Barça en toda la temporada porque no juega “bien” (invicto en Liga).",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sesión preparatoria en la Ciudad Deportiva https://t.co/S2tQxMfzev  #barça #FCB #noticiasFCB https://t.co/dPqDhG58QB,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hoy se cumplen 17 años del debut de Lionel Messi en el Barcelona B. La historia aún no termina... 🇦🇷⚽🔝🇪🇸 #LionelMessi #FCBarcelona https://t.co/nQwgXtzEms,0.0,0.0,0.5,0.5,0.0,0.0,0.0
Hoy hace 17 años que cambio la historia del futbol...#Messi disputo su primer partido con el equipo de su vida #FCBarcelona https://t.co/YxuzcaNjtv,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@eDu_Mister @RCCelta @Atleti jajaja dejemoslo  en un 1-1 jaajaja bueno old trafford es la leche eh 😅,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Hace 17 años, Messi por primera vez se puso la playera del Barça https://t.co/YQii2GPvuY",0.0,0.0,1.0,0.0,0.0,0.0,0.0
Héctor Bellerín quiere fichar por el Barça | Mercafutbol - Noticias de rumores y fichajes de fútbol https://t.co/fnZA2jbtX0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Boca papá, sólo river pierde con el barca https://t.co/M5RLObjhps",0.0,0.0,1.0,0.0,0.0,0.0,0.0
El 🎥 y las 📷 del entrenamiento de este miércoles #ForçaBarça https://t.co/P8Bojcv1Ii,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@diarioas Hahaha los madridistas no lo querían antes en el Barça ahora en e psg que tiene q fichar por el madrid y si saliera Neymar a decir que el no quiere ir al madrid hahah todos estos mismos van a decir teatrero no lo queremos en el madrid 😂😂😂HIPOCRITAS,0.5,0.0,0.0,0.0,0.0,0.0,0.5
@bet365_es No es muy difícil Barça va Madrid,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Échenos al que sea ... ojalá seas tú puto city o al maricon del barça https://t.co/2LVVbOgHnx,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Súbe que te llevo .
quién maneja mi barca...
Que a la deriva me lleva .. en Playa El Palmar https://t.co/6MZ3JhmGBe",0.0,0.0,1.0,0.0,0.0,0.0,0.0
El fichaje de Arthur por el Barça se frena | Mercafutbol - Noticias de rumores y fichajes de fútbol https://t.co/nsJ7J17xCT,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@diablillocule14 @InvictosSomos Jajajaja no te enojes campeón, solo eres un aficionado más -nefasto- del barca JAJAJJAJAJA en vez de reconocer , el buen fútbol chaval, sigue enajenado Diablo Cule JAJAJAJA",0.0,0.0,0.0,0.0,0.0,0.0,1.0
Buah a mi me encantaría que el Barça fuera el rival que nos tocara para los cuartos la follada va a ser pequeña y si Juancar ya me puedes dar me gusta que te vas a enterar reza REZA para que no le toque el Barça al Madrid @juancarcalles,0.0,0.0,0.5,0.5,0.0,0.0,0.0
"Barça 4-0 Bayern
Barça 3-0 Bayern
Barça 5-0 Bayern.

Barça con messi lesionado y sin 5 titulares ,0-7.
ya veo jajajajajaja.
4+3+5= 12 -7 😂😂😂 https://t.co/dCbaLQQ6XR",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"@victorgarciacr @GolDeGodin_ No has entendido a lo que me refiero, el madrid tiene dinero al igual que el Barça por el prestigio que se han ganado durante los años ganando y junto con las buenas gestiones. Por eso está empezando a tener bastante dinero el atléti ... cuanto más ganas más se invierte en ti",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"VRSALJKO🎙: “No me quejé a nadie. Soy un profesional, excelentemente pagado. Sí que hablé sobre que mi prioridad era jugar más. He trabajado duro para llegar a este nivel y no puedo conformarme con ‘cuestiones de status’, o con un buen contrato en un gran club”. #Atleti https://t.co/DQqF81tJ2t",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@sport No vale, no saben lo feliz que estuve cuando le sacaron la roja y además su equipo de fracasados quedó fuera. Que se quede en el psg, no merece el Barça.",0.0,0.0,0.0,0.5,0.0,0.0,0.5
@Kano_8_ No tengo ningún  problema en que pasen otro verano pidiéndolo como El Salvador del Barça.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@jpmoreno83 @libertaddigital Y lo mismo hicimos más de la mitad del resto de España, los que somos del Barça  del Atlético  del Athletic  de la Real del Valencia.    Es algo lógico. Al revés pasaría igual.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@TOTWprediccion No crees que despues de ganar al Barça (y empatar), ganar al Madrid y ganar al Atleti en el espanyol nos merecemos algun IF?",0.0,0.0,0.5,0.0,0.5,0.0,0.0
"@ALEX15vs @FCBarcelona_es @FCBarcelona El va por todos los récords de su estilo de futbol en lo que juegue, no importa si es en, el campeonato del jardín de infantes, la rompe!, el patán haciendo historia.",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"@Torren__ Y un mundo en el que Madrí y Barca no estén entós'los líos?!!! Eh?!! Que me dices!? Eh!, Muñequino!? ... Molaría, eh!?
A mi si, saes.",0.0,0.0,0.5,0.0,0.5,0.0,0.0
"Han hecho un alunizaje en la tienda del @Atleti en el @Metropolitano y han robado entradas y otras cosas. Eso si, podéis estar tranquilos que la zona de las champions se ha quedado intacta 😂😂",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Qué poco profesional el gentuzo de Guardiola. Entrena al City pero siempre anda diciendo que si el Barça esto el Barça lo otro, Messi esto Messi lo otro. Tío cansino y pedante de los cojones, mira por tu equipo y deja de lamerle la cola al Barça",0.0,0.0,0.0,0.0,0.0,0.0,1.0
"@AS_Manolete Si una lastima que no esté el @Atleti , ya será otro año.",0.0,0.5,0.5,0.0,0.0,0.0,0.0
