Tweet,Info,Info2
"@jotajordi13 @Atleti Si fuesen vuestro único rival.. no recordarías a nadie más.. ¿no?

Lleváis varios años tragando.. Y vais a tragar siempre..",NoNeutro,Negativo
"Andrés Iniesta, a toda máquina para llegar al Barça-Chelsea https://t.co/mM49GYs5RW",Neutro,Neutro
"Mi estimado DON Tapia habla desde el corazon madridista mas no desde el analisis, no se puede hablar de millones gastado cuando los equipos que siempre rompe el mercado es el RM y barca.. esto nunca se lo escuche en la epoca GALACTICA $$$ ( 0 champion ) https://t.co/Bvka8GVxXd",Neutro,Neutro
"@pacogcaridad Veremos si es tan superior cuándo juegue contra Barça,City o Bayern,los tres mejore equipos de Europa ahora mismo.",Neutro,Neutro
"Alberto, casi 17 años, es del Atleti y me manda una foto poniendo hala madrid�� @AlbertM294",NoNeutro,Positivo
@BD_ESPN Ese es un equipo mediocre que no es para #Champions que gane la #Liga y la #CopadeFrancia mas nada y que el árabe que siga gastando millones y millones de los verde ���������������� que nada le sirve el único puede ser #Messi y ese no se vende ��⚽����,NoNeutro,Positivo
"@20m @Atleti Se llevaron todas las Champions, creo.",Neutro,Neutro
"@mundodeportivo A nivel? Vamos Matt!! No deja de ser un equipo de la ligue 1 francesa... no hablamos de un Man united, barca o realma.. yo creo que el problema en el psg es que faltan mas de un jugador que meta garra en ese tipo de partidos..",Neutro,Neutro
"@PolloSchoenig @noseasmalotv quien no ve fútbol sos vos porque cavani no le hace un gol a nadie 
frente al real Madrid le hizo un gol de pedo el barca jugaba mal defendía como el culo en los últimos partidos cavani juega mal seamos realista 
y sácate la camiseta",NoNeutro,Negativo
"Deportes Cuatro hoy y Maldini ayer dicen que la referencia y el jugador a seguir en el Lokomotiv de Moscú es Manuel Fernández. Sí, ese por el que el #ValenciaCF pagó 18 kilazos y le faltaban bolsillos en los pantalones. Visita mañana al #Atleti",Neutro,Neutro
"CON LA MIRA PUESTA EN MALAGA.

SE VIENE PARTIDO DIFÍCIL PARA EL @FCBarcelona_es . EL ULTIMO DE LA LIGA SALDRÁ A PARTIRSE LOS HUEVOS. @ANAALThani NO PIENSA DEJAR OLER EL TITULO LIGUERO A LA ESCORIA CATALANA.

EL BARCA TIENE QUE IR Y TERMINAR DE DESCENDER AL EQUIPO DEL MORO.",NoNeutro,Negativo
@_SentimentCule Y supuestamente @jpedrerol le va al barca !! Es tan obvio que los partidos del barca le busca hasta el más mínimo error y al madrid siempre gana bien ! Lamentable !!,NoNeutro,Negativo
"@jmdelalamo Lo q no comprendo es por q no salen comparando el sueldo de la plantilla masculina con la femenina, barça atletico sevilla etc etc... ESO NO ES BRECHA SALARIAL? ��������",NoNeutro,Negativo
@FCBarcelona Lo máximo,NoNeutro,Positivo
"Barcelona 1-0 Atlético de Madrid| ""El Atleti ha desaprovechado una gran oportunidad"" | Diario AS https://t.co/oUM06DnEyL",Neutro,Neutro
"@BorregaF Lo que quiero decir es q esto va según la competición que dispute el Madrid , es más ese año el Barça ganó liga y champions y la copa rey fue más importante que lo q gano el Barcelona",NoNeutro,Positivo
"@AS_Manolete @lolitolama Manolete, a ver si te das cuenta que el único chollo que ha habido y habrá en la champions es el Atléti...... En Europa no sirve ni pa tacos de escopeta",NoNeutro,Negativo
#barcelona #visca El Barça Lassa deja casi vacía la enfermería https://t.co/Rpz1VHd8wJ https://t.co/zg18b6raOY,Neutro,Neutro
"Como hará Griezmann para jugar en Madrid, Barça, United y PSG en la temporada que viene??? https://t.co/OgurP7Ah0L",Neutro,Neutro
"@McNulty_RM Periodista del Atleti, normal que defienda la grada.",NoNeutro,Positivo
"Si os llamáis DEPORTES CUATRO, es para que habléis de todos los deportes, no que el programa dura 45 min y 30 min son del Madrid o Barça. Hay más deportes además del fútbol. Sino, llamaros Fútbol Cuatro. Imbéciles @DeportesCuatro",NoNeutro,Negativo
@bet365_es Barça vs Madrid sin duda.,Neutro,Neutro
"@manudelgado Y el nota ademas es del Barca, jajajaja",Neutro,Neutro
"@FranHerrera96 @titomartin67 @granky80 @chano_suarex Gente muy ingrata e injusta con el equipo! En deporte puede pasar d todo. El equipo q me apasiona es el q me llena de alegría como ante Valencia, pero tb el q me lo hace pasar mal como ayer. Claro que me gustarían títulos, pero si ese es el único objetivo, recomiendo RM o Barça!",NoNeutro,Positivo
"@PedroHernandz8 Si si pero no todos los partidos, ya verás la próxima vez que juguemos de local, lo de ayer es imperdonable, fallas eso contra Barca o City y estás fuera.",NoNeutro,Negativo
@quimdomenech Igual que los del Barça hacerse del PSG.,Neutro,Neutro
"@AS_Manolete Antes de la eliminatoria el PSG era el ganador de la Champions. Lo elimina el Madrid y era un chollo. Hoy, City, Barça (si pasa), Juve o Tottenham son miuras. Si les toca en cuartos con el Madrid y no pasan a semis, pasarán a ser un ternerito, no? Anda y q os den! Siempre igual!!",NoNeutro,Negativo
@kike_mateu @TDescuentoValen El que no aplica el Fair play al Madrid o Barça? El que permite competir a SA contra no SA?,Neutro,Neutro
"@MadridistaDeBie Que morro tienen, si en los últimos años no falla que cada partido importante que no se le pone de cara al Barça, rival que se queda con 10",NoNeutro,Negativo
@AS_Manolete Alves se fue del Barça a la Juve.,Neutro,Neutro
"@Pirata__Roberts Después de un partido del Madrid de Champions, ¿de qué quieres que se hable? ¿Del liderato incontestable del Barça en Liga o de que está en la final de Copa? ¿Hacemos un especial con los mejores goles del Barça hasta ahora? Todo a gusto vuestro, para que el culé no se queje.",NoNeutro,Negativo
"Vitolo, 28 años, Con experiencia al máximo nivel tanto nacional como internacional no juega tanto en el Atleti. Todo normal, debe adaptarse al atleti.. Ceballos, 21 años, apenas una temporada al máximo nivel, no juega tanto en el Madrid. Zidane cabrón e injusto con el chaval...",NoNeutro,Negativo
@mundodeportivo El problema del PSG es su propio presidente que llenó de estrellas su plantel. algo que no es del todo bueno..en toda plantilla debe haber un kasike como lo es casemiro en el real. Paulinho en el barca.. o el mejor ejemplo es el at. De madrid. Todos kasikes y 2 o 3 estrellas..,Neutro,Neutro
¿Eres fanático #Messi? Carlos Erick Malpica Flores nos cuenta sobre la casa familiar con forma de balón de este crack https://t.co/mUKL8V79Zf https://t.co/8mYkkePKD2,Neutro,Neutro
"@fer18012009 @RCCelta @Atleti Lo siento, pero 3-0. Lo otro son campitos menores. ��",NoNeutro,Positivo
Oye @neymarjr no decías que te fuiste del barca porque creías que en el psg estaban los mejores? Pues eliminados en octavos y encima pintándole la cara a esos que decias que eran mejores es poesia,NoNeutro,Negativo
"@realmadridnote @sonmcr Llegará el Barça no te preocupes, y será su primera, deseo un Barça-Real Madrid",NoNeutro,Positivo
"@sebastiiaanalv @100mill_de_seg @Bre4KPointX13 @InvictosSomos Es fácil decir que sólo se concentran en champions. Eso antes lo que demuestra es incapacidad de tener seriedad ante las tres competiciones al tiempo. 
El Barça, el bayern piensan siempre en ganar las 3 cosas. Es filosofía de vida.",NoNeutro,Positivo
"@SinHmc No voy a entrar en discusiones ridículas de forofo...Está claro que el madrid ha gastado mucho dinero(no es un equipillo,se lo ha ganado)porque a mi lo q me gusta es el FÚTBOL,y reconozco cuando un equipo es bueno y juega bien(no me oiras decir a mi q el Barça de Pep era malo...)",Neutro,Neutro
"@LuisOmarTapia Tanto lo alababan que fue el creador del fútbol total, que el tiki taka pero lo cierto que no es a lo mismo el Barca que el City con todo respeto",NoNeutro,Positivo
"@JoseAngelOzil @PSG_espanol @FCBarcelona_es Yo soy antimadridista no anti psg, ni Neymar ni nada, hay que ir en contra del madrid para todo, tenga delante a quien tenga, Neymar lo dejo todo por el Barça sus años aqui, decidio irse pues allá el, es su problema pero es que por eso no voy a animar al Madrid, es que en la vida",NoNeutro,Negativo
Otro fallo del defensa. El entrenador lo va cambiar.,NoNeutro,Negativo
"@RetrAshado No están trabajando en el juego, están cosiendo camisetas de imitación del Barça",NoNeutro,Negativo
@eSports_Barca @MakitaCR Md por favor,Neutro,Neutro
"Arthur prácticamente hecho, todo está firmado y pactado sólo falta la forma de pago, el Barça quiere pagar en junio y el Gremio quiere que le paguen ahora, cuando se desencalle esperemos en buenos términos se hará oficial #Mercato https://t.co/4wLRxElPAp",NoNeutro,Positivo
"@JJ_NG81 @blasradio Ya, y estoy de acuerdo. Pero eso no cambia que el Barça sea el peor rival posible también a un partido. ¿Quién sino? ¿Bayern y Juve, que pierden más finales de las que ganan? ¿El City? No lo creo.",NoNeutro,Positivo
Alguien de Barcelona sabe de alguien que tenga/venda pases o entradas(2 personas) para el Barça-Leganés el día 8 de Abril? Agradezco cualquier info o ayuda!,Neutro,Neutro
Hace 17 años el mejor jugador del mundo hace su debut con él Barca infantil. Grande Messi!!!,NoNeutro,Positivo
@orgullo_capitan @2010MisterChip Villa cuenta como culé? La Euro la ganó siendo del Valencia y el Mundial aún no había debutado con el Barça xd.,NoNeutro,Negativo
(Marca) Unos 1.300 efectivos velarán por la seguridad en el Atlético-Lokomotiv https://t.co/D1iDLfbwEV #Atleti,Neutro,Neutro
"@isconic Lets face Barca in quarters 
City in Semis
Bayern in finals
And when we lift the trophy no one dares doubt us again",Neutro,Neutro
@profenfurecido9 @Berlustinho Ése es el problema. No todos se han formado en La Masia. Y aún así siguen criticando al Barça....,NoNeutro,Negativo
"@natxinho @LgangLGang No tienes fe ni nada, en el momento que un club junta todo lo que ha juntado el barcelona lo menos que se puede hablar es de robos al madrid, cuando viendo la eliminatoria de hace un año el arbitro favorecio al barca contra el psg, tambien pasó con el chelsea, que mas quereis?",NoNeutro,Negativo
"Algunos partidos de Cristiano en eliminatorias de Champions: 3 goles al Wolfsburgo, 5 al Bayern, 3 al Atleti, 2 a la Juventus en la final, 3 al PSG... Pero cómo????? Si decían loa ejjjpertos que se borraba en partidos importantes!!!!!",NoNeutro,Positivo
@AS_Manolete Hombre soy del Barça y espero que el Barça pase pero de momento de el Barça no está clasificado,NoNeutro,Positivo
(AS) Estrellan un coche en la tienda del Wanda y la desvalijan https://t.co/5lAanuvOYd #Atleti,Neutro,Neutro
"¡EL INICIO DE UNA LEYENDA! ����

¿Qué momento recuerdas de #Messi? ���� https://t.co/KWmSRaqgl8",NoNeutro,Positivo
"Así quedo la encuestita que hicimos ayer, en caso de que Iniesta no se recupere a tiempo para jugar contra Chelsea.
Si jugara Ousmane Dembelé como dice la mayoría, me parece que #Messi podría jugar en MC y adelante #Dembelé y #Suarez, es solo mi humilde opinión como aficionado.�� https://t.co/AvFFarhLaU",NoNeutro,Positivo
"@_Rubenigga @UnIndioAtletico Cómo en casa, en ningún sitio. Cada vez te echo más de menos. Hay muchos que ya están atiborrados de ""caviar"" y no se dan cuenta que ser del ATLETI, es no para de luchar y no bajar los brazos...",NoNeutro,Positivo
@JJ_NG81 @blasradio Creo que el Barça es el peor rival posible para el Madrid a dos partidos. Pero diría que también a uno lo es. ¿Por qué crees que no?,Neutro,Neutro
"@MarinaOrti �������� lo del barça si fue la locura, o el robo del siglo????",NoNeutro,Negativo
"@blasradio Seguro, el Madrid tiene mejor plantilla y da la impresión de que físicamente está un pelín por encima, pero lleva una década perdiendo con el Barça en el Bernabéu, y no siempre con el de Guardiola. En CL, no puede permitírselo.",Neutro,Neutro
El Barça Lassa deja casi vacía la enfermería https://t.co/e8P1mOOJsQ https://t.co/LBbO0DaQog,Neutro,Neutro
"@EfrainMoises17 @lparbitrofutbol @Trigueros17 @FCBarcelona_es @Atleti Escucha bien a Sergio Busquets, dice duro pero no por el viaje en sí, sino que regresaron de madrugada y al día siguiente había que entrenar para preparar el partido ante el @Atleti, ellos ya descansaditos y ellos sin apenas un día de descanso. Eso es todo. No hay que sacar mas",Neutro,Neutro
"Andrés Iniesta, a toda máquina para llegar al Barça-Chelsea https://t.co/35XnHX7uTM #fcb #fcblive #barca https://t.co/3jUKhgo0vM",Neutro,Neutro
"Es la misma historia de siempre. Esta eliminatoria la hace el Barça y hoy loa medios abrirían con la expulsión de Mbappe, el atraco de la ida, el gol de rebote de Busi y el ridículo del PSG. Como ha sido el Madrid, se habla de exhibición y grandeza, aunque no hayan existido.",NoNeutro,Negativo
"¡EL DÍA QUE EL FUTBOL CAMBIÓ! ��������

Hace 17 años #Messi hacía su debut con el infantil B del @FCBarcelona_es lo demás es ¡HISTORIA! 

¿Cuántos RTS �� para el astro argentino? https://t.co/oKYdW5gsHT",NoNeutro,Positivo
"@MadridistaDeBie @Alexmarko88 Parace chiste pero es la verdad, eso se lo recriminaba la gente del Barca y aún hoy en Paris.",Neutro,Neutro
"@ImanolStar95 @SaLviTa07 @Cohete_SUAREZ Aqui hay gente que raja del atleti, el problema es cuando se raja de mas, con chuleria y prepotencia y sin ser del equipo, ahi si se larga. Saludos. https://t.co/pzswQJlEx8",NoNeutro,Positivo
MERCADO | Los tres jugadores del Barça que Mourinho pretende fichar en verano https://t.co/Pb6DghkBa1,Neutro,Neutro
"[#EMPLEO] Trabaja en una empresa cuya misión es la fabricación de medicinas que salvan la vida a millones de personas. Tus responsabilidades en el puesto serán las de conducir las líneas de acondicionamiento, entre otras. ¿Interesad@? ¡Aplica! ▶️ https://t.co/7I58Ulgczk https://t.co/OwRHai5OWh",Neutro,Neutro
"@Batistuta12 @lparbitrofutbol @Trigueros17 @FCBarcelona_es @Atleti Más motivo, se quejan esta semana solo porque empataron, y Trigueros aprovecho que lo dijese Busquets para decirlo también. Nunca se quejan, ¿a que viene eso ahora? Por eso digo que no es que vivamos en islas desde hace ayer y les fastidie hoy porque si.",NoNeutro,Negativo
"... para no cagarse encima. 
""El Madrid está a 17 puntos del líder, eliminado de Copa del Rey contra el Leganés... pero holle, que el Atleti tiene chanchullos al bender ha Carascco y ha Gaitán a un club chino, y puta Leganés"". Es que es patético, joder...",NoNeutro,Negativo
@Alexmarko88 @ArielRizo11 Si no ganó el balón de oro estando en el Barça que ya no espere ganarlo.,Neutro,Neutro
@natxinho @jorgeneo @F_Reymundo totalmente! Aquí solo tiene favores arbitrales el Barça! Son así de cutres.... lo de la ida hace q el baño de ayer sea posible,NoNeutro,Negativo
"@LuisOmarTapia Todavía duele que con el Barca haya hecho pedazos a tu Madrid, deberías meterte al link y leer bien la pregunta que le hicieron!!!Saludos",NoNeutro,Negativo
Alguien sabe si el partido del barça de hoy lo hacer por otro canal aparte de TV3 ? gracias,Neutro,Neutro
Hoy juega mi querido Barça y mi cuerpo y garganta lo saben��❤ Vamoooos!!!,NoNeutro,Positivo
"@Corredera7 Juegues donde juegues, lo vas a hacer de lujo, el rayo del Atleti Féminas!",NoNeutro,Positivo
"Si tuvierais que fichar a uno para el Barça a quien escogeriais?
- RT @AntoGriezmann 
- MG @PauDybala_JR https://t.co/OLR3gTQP8h",Neutro,Neutro
"@Alex_Torres_15 @FCBarcelona Si te fijas, es el 2º equipo q más balones recupera en campo contrario (solo por detrás del Eibar). Presiona en bloque alto. Todos los equipos recuperan un mayor número de balones en su campo",Neutro,Neutro
"@UnderGuerrilla @FonsiLoaiza @IkerCasillas Víctor Valdés se fue con una oferta de renovación del Barça y con la incredulidad de todos al ver que se iba. A Casillas lo echaron. Igual el referente que tienes que tomar es el de Pep, Xavi o Puyol y comparar antes de volver a meter la pata.",NoNeutro,Negativo
Ay Manolete... Alves se fue del Barça a la Juve y al año siguiente al PSG... https://t.co/peZiAF7Evp,Neutro,Neutro
"@AlfonsoSurezLpe @VictorLavinDPaz No conozco a nadie que sea del Barça y esté más pendiente, vea más partidos y escriba y opine tanto del Madrid como tú! Digno de estudio!!! ������������ Ahora el PSG es una “banda”? ��",NoNeutro,Positivo
"@a_ginola qualsevol que no sigui l'atletico a una final!!!! crec que el madrid esta a un nivell mental tant alt en aquesta competició, que l'unic que el pot fer dubtar es el barça",Neutro,Neutro
"@DiogenesAcosta Te esta afectando ver a @jj_villeda todos los días , te estás enfermando ...vacúnate pero YA ! Desperta de ese sueño...Visca Barca",NoNeutro,Negativo
"Cuando el PSG permitió entrar a sus ultras justo en el partido contra el Barça ni hicieron seguimientos, ni pusieron el grito en el cielo ni nada. Qué bochorno de periodismo colega.",NoNeutro,Negativo
Que solo soy feliz con el atleti de madrid!!!,NoNeutro,Positivo
"Ese que se permite a hablarle con desdén a un aficionado de verdad, del equipo de su ciudad, que huele el césped de su estadio cada finde junto a su gente, porque ""su"" Madrid o ""su"" Barca ganan siempre.",NoNeutro,Negativo
"Vaya, no nos lo esperábamos...; Es curioso como cada vez que a un equipo ""grande"" (o ""rico"" más bien dicho) le va mal, el Atleti es siempre la solución https://t.co/Oe6hxa5rqB",Neutro,Neutro
"@mariaguilas Jaja ni yo, al revés yo apoyo al fútbol en general y al femenino en especial, yo he entendido sus quejas por el calendario que pone la liga, el lo suelta en plan, favorece a algunos y al Barça siempre es el desfavorecido. Un besito y ME DEBES UN TÉ jajaj ��",NoNeutro,Positivo
"@CriterioCule Con tu último tuit me cagaría una final así, imagínate pero si pasa pues creo que sería un golpe generacional, quién sabe al final sí en todos estos años el Barca demuestra mejor fútbol aunque hoy es un poco opaco en fin a ver qué pasa. Me parece tu último tuit.",Neutro,Neutro
"Sport, el Barça descartó en el pasado a Lucas Paquetà https://t.co/G1yFGQHOeD",Neutro,Neutro
"@SaLviTa07 @KaaWaa_ @Cohete_SUAREZ Tu contrato durará lo que aguantes sin rajar del Atleti. Suerte
Grandessss @KaaWaa_ @SaLviTa07",NoNeutro,Positivo
����Hoy se cumplen 17 años del debut oficial de Leo #Messi con el Infantil B del Barça. Mira el #Video que el #FCBarcelona ha entregado para conmemorar .... https://t.co/26ALY4K0vR,Neutro,Neutro
"Cuando Pep estuvo en el barça ganando de todo se buscó minimizar todo lo que hizo, e incluso hoy día se sigue haciendo... Hay que tener huevos para decir que se busca minimizar lo que hace el Madrid. https://t.co/7RmKcjvibL",NoNeutro,Negativo
@jotajordi13 @tonintorero Tu diciendo que no deja de pensar en el Barça? Tu precisamente que no te sacas al Madrid de la boca? Que nivel de cinismo,NoNeutro,Negativo
"��️Philippe Montanier: ""Dembélé no tiene problemas para soportar la presión pero hay que darle tiempo para que se adapte al fútbol que juega el Barça"".
▶️https://t.co/ZdznxGn1GD https://t.co/BpSa3J5qb5",Neutro,Neutro
No soy del Atleti pero me da pena lo que han echo a la tienda del Wanda. Un Atletista no diría lo mismo si fuera al revés la situación...,NoNeutro,Negativo
Pero cuando dicen que os ganará el Barça acaba pasando..���� https://t.co/FZWpY4tyW2,Neutro,Neutro
@FCBarcelona cuiden a Messi la puta que los pario!,NoNeutro,Positivo
"@elchiringuitotv Este es un cagon, la verdad ayer esperaba un París mucho más agresivo como el Atleti de año pasado en el Calderón pero el PSG salió a por la posesion de balón, jugó tranquilo y luego nada más",NoNeutro,Negativo
Con poco suerte tendremos tambièn previa de la super copa de Catalunya @alexdelmas10 ? :-) Gracias por tu trabajo crack.... #FCBLive #ForçaBarça El escondite de Cristiano y otras claves de la victoria blanca en París @lavanguardia https://t.co/jrqn5WCre8,NoNeutro,Positivo
"@_SentimentCule No hay que confiarse nunca con ellos por muy mal que estean, pero yo creo que hay varios equipos que lo pueden eliminar a parte del Barça, cómo por ejemplo Bayern o City",Neutro,Neutro
"@EfrainMoises17 @lparbitrofutbol @Trigueros17 No se han quejado siempre, eh! Ha sido esta semana puntual, por lo menos en el caso del @FCBarcelona_es. Si hubiera ido el @Atleti, el Cholo hubiera dicho lo mismo. Tendrías que preguntarle a Trigueros por qué lo dice y no es el único. Un saludo.",NoNeutro,Positivo
"@kevincd90 Casi todo, pero igual pasó el domingo con el barça, tendemos a buscar la parte negativa en lugar de alabar lo NoNeutro.",NoNeutro,Negativo
"Aquest vespre qui tindrà minuts és Dembélé.
De la situació que viu al Barça en parlem amb Philippe Montanier, entrenador del francès al Stade Rennes: ""Hay que tener paciencia con él porque es muy joven y ha estado lesionado"".
▶️https://t.co/ZdznxGn1GD https://t.co/uF0S04qwnW",Neutro,Neutro
"@MiriamDakirFCB @Tocapilotes La Rata De PSG Se Fue Del Barca Cuando El Barca Los Elimino 
Ahora Los Elimina El Madrid Tambn Se Ira Al Madrid...... Etc etc etc El Libro se Lee Solo @_SentimentCule @MarcaMiente @lniestismoFCB @StegenismoFCB",NoNeutro,Negativo
@ElGolazoDeGol #golazo sique tú sabes quien sería el capitán del Barça hoy?,Neutro,Neutro
"Mierda! Ya tienen excusa para vender jugadores y no fichar a nadie.
@Atleti 
Hijos de puta https://t.co/QLimVFhUCV",NoNeutro,Negativo
¿Equipo de fútbol favorito? — No me gusta el fútbol pero soy del barça�� https://t.co/FgCmuo3Vks,NoNeutro,Positivo
@danisenabre @tjcope Como mola!!!!! Ya era hora !!! No sustituirás a #Minguella?? Jajajaj ... espero que estéis los dos!!!! Que ganas!!! ����������������������������#ForcaBarca,NoNeutro,Positivo
Después de multar al #Barça por la exhibición pacifica de banderas... ¿Se atreverá la #UEFA a cerrar el Parque de los Príncipes? https://t.co/XIdqUGUwve https://t.co/BGpLZIXSfF,Neutro,Neutro
@20m @Atleti Joder!! Ya roban hasta mierda!!,NoNeutro,Negativo
#OBSTÁCULO nivel ROJO en #A8 (pk 115) BILBAO #DGTBizkaia #DGT https://t.co/jKY7wSszNk,Neutro,Neutro
@BodegaAteneo @jordiabogado @hjimenezj @Anfersantos Ya sabes. Ahora el PSG es un truño. Hace 3 meses era el nuevo Barça. Como con los Manchester los últimos años.,NoNeutro,Negativo
Los parisinos no lo verán este año la famosa Copa de Europa! Yo si ! #museumfcb @FCBarcelona @PiquetGerard @mousadembele @andresiniesta8 @CesarAzpi @JordiAlba https://t.co/HkuZ8b9nQ9,NoNeutro,Positivo
Please RT!! #barcelona #fcbarcelona #Barca #fcb La esposa de Rosell: ?No me ha fallado nadie? https://t.co/xdfEymbtte https://t.co/OLXCmv4dGv,Neutro,Neutro
Please RT!! #atleti #atletico #ATM Se espera buena entrada pero aún hay 8.000 entradas disponibles https://t.co/4jJf3fFCYH https://t.co/cRMZVvsTZe,Neutro,Neutro
@jotajordi13 Jajajajajaja y yo veo a un imbecil que nunca verá a su barca mierda con 12 champions,NoNeutro,Negativo
@PepeKollins Estas cosas me recuerdan una frase genial que no sé quién dijo primero. En los últimos 20 años el gran dominador de Europa es el Barça con 4 Champions. Le sigue de lejos el Madrid con 6.,Neutro,Neutro
"Tengo la impresión, y a las pruebas me remito, que para este Madrid, el peor rival posible en CL es el Barça y el nivel superlativo que alcanzan Messi o Piqué, muy superiores a su par, en el Bernabéu. Por eso, abogo, si cae el Chelsea, por un clásico en cuartos.",NoNeutro,Positivo
"@marcmarquez93 @3gerardpique @SergiRoberto10 @JordiAlba @miguelruizfcb @SChecoPerez @FCBarcelona Te puedes ir a tomar por culo. . As perdido todo mi respeto .yo te he respetado como catalán.!!Tu no, como Antimadridista",NoNeutro,Negativo
"��Informa @Anais_mh88: @andresiniesta8 ha fet cursa contínua avui a la Ciutat Esportiva al marge del grup
��️Messi sobre el seu canvi de posició en els últims temps: ""Me he tirado unos metros atrás pero sigo marcando goles"" #fcb",Neutro,Neutro
McGuane podría debutar con el Barça y convertirse en el segundo inglés… https://t.co/bIc2SHJ3xp Ver:... https://t.co/Ulab75W51I,Neutro,Neutro
McGuane podría debutar con el Barça y convertirse en el segundo inglés… https://t.co/bIc2SHJ3xp Ver: https://t.co/rCTe9N4DGE,Neutro,Neutro
@labarra_mx nada más para aclarar este año al @PSG_espanol lo hecho el @realmadrid pero hace un año no los hecho el @FCBarcelona sino el árbitro,NoNeutro,Negativo
"Para el que quiera ver el Barça hoy, es a las 18:45 (hora peninsular) en TV3.",Neutro,Neutro
"Con todo respeto, no le veo mucho sentido a estos partidos, solo espero que no haya lesionados y que sirva para que se fogueen los jugadores del #Barça B. Y el resultado es lo de menos.���� https://t.co/nu5tiGT1yl",NoNeutro,Positivo
@buenosrojosdios @FCBUTELEVISION Un jugador brasileño de 21 años muy bueno q juega en el gremio q kiere fichar el BARÇA,NoNeutro,Positivo
"Menudo partidazo, hacia tiempo que no veia uno asi",NoNeutro,Positivo
"@Gemahurtado_ @realmadrid @xavimartinez Porque es del barca nuestro querido Xavi ������.
Me alegro q se equivocara ����",NoNeutro,Positivo
@ngomez9 @FirmaEspn @EJerezESPN @kenneth_garay @vikingomartell Ahora el psg es paquete. Pobre ignorante. Cuando el Barça perdió 3-0 ha esque nos toco el psg y sin neymar. Ahora q el Madrid lo elimino es un paquete de equipo. Ser aficionado a muerte es admirable pero ser tonto y no aceptar las cosas es risible.,NoNeutro,Negativo
"@inakialvarez @realmadrid Nenas, que festejen cuando alcancen al barça en la liga mi príncipe, ya casi nos alcanzan",NoNeutro,Negativo
@DValdearenas12 Soy del Barça pero eres un cuñaooooooooo,NoNeutro,Negativo
"@8Colla Bua, amb el partidet de ahir... ni pel B... nomes perdia pilotes... cap jugador del barça te % de perdre pilotes com ahir Verratti...",Neutro,Neutro
"De los 22 jugadores del PSG, de la plantilla de ayer sólo 3 han ganado la UCL. Uno de ellos cuando yo tenía 11 años y tengo 23. Y es motta con el Barça en 2006. Los otros dos di maria y Alves. Los demás estrellas vírgenes sin estilo ni proyecto ante una jerarquía como Madrid.",NoNeutro,Negativo
Iniesta inicia su plan en la Ciutat Esportiva para llegar al Barça-Chelsea https://t.co/aC8MCrPQMC,Neutro,Neutro
"Madrid: Cuatro manifestaciones por el 8-M... y el partido de la Europa League. #Atleti #UEL
https://t.co/H7GG6AJ04T https://t.co/1PPvjfwfGF",Neutro,Neutro
"#DebateHDF
Real Madrid ed un pecho frío, cuando lo agarre el barcelona lo elimina de la champions, aguante el barca que tiene al mejor jugador del mundo, saludos desde uruguay, punta del este.",NoNeutro,Negativo
"@J0merJS1mps0n @sport Correcto, para empezar el día que se vayan los dos....volverán a tener oportunidades de ganar la liga de verdad Valencia y Sevilla (Atleti por supuesto, pero como con el cholo ha estado siempre ahí...otra cosa será cuando se vaya)",NoNeutro,Negativo
"#UCL Pero sí se cumple esa lógica, cada vez con mayor frecuencia, cuando las últimas cuatro temporadas sólo la ganan @realmadrid y/o @FCBarcelona. Extensible a seis de los últimos diez títulos.",Neutro,Neutro
"#UCL En definitiva, que anoche se cumplió el pronóstico lógico. Un equipo muy rico (no la historia) eliminó a otro (-) rico. Lógica que por suerte no se cumple siempre, porque entonces todas las temporadas tendríamos una final @realmadrid-@FCBarcelona.",Neutro,Neutro
#UCL Al inicio de la competición intercambiaban posición en cuanto al valor de sus plantillas los dos equipos con más presupuesto del mundo: @realmadrid y @FCBarcelona. El @PSG_inside era noveno.,Neutro,Neutro
lo que les faltaba para no cuadrar las cuentas en el atleti jaja https://t.co/8z1jrqvV11,Neutro,Neutro
"“El fracaso, como la tristeza, es corrosivo cuando se convierte en hábito. El Barça fue una vez PSG” https://t.co/egJaZUAFQM vía @elmundoes",NoNeutro,Negativo
#Atlético Unos 1.300 efectivos velarán por la seguridad en el Atlético-Lokomotiv https://t.co/ArqUDqNgAM https://t.co/UZTzqLihZ2,Neutro,Neutro
"@PasionReal12 Tú educación es la típica de una 'persona' difícil de tratar, y los malos son los ultras del PSG.......... ah no soy ni del barca ni del Madrid, por suerte",NoNeutro,Negativo
"@DiegoACarranza7 Y si tienes toda la razón ni el mejor Barça pudo, pero ese Barça le daba 10 vueltas al Madrid de la 2016... Ves como son las cosas... Al final no importa si son seguidas o no, al final es la cantidad que se ganan. Habrá que ver cómo termina esta generación y te digo algo...",Neutro,Neutro
"Si el Barça hubiese fichado a Verratti, a lo mejor el PSG hubiese terminado con 11 y quien sabe...
�������������������� https://t.co/7BbVyog4pk",NoNeutro,Positivo
"@Generaldepie_ Fácil,muy fácil
Tú,quítale al Barça a Leo Mesi
Quítale a Neymar al PSG......
Y los binomios de la cuarta fracción de la suma de sus comandos es equilibrante,o sea,
Igual de igual de lo mismo
Ala.....me he quedao a gusto��",NoNeutro,Positivo
